김재호,3,2018.10.22.,예전에하다가 다시하려하는데 핸드폰번호가바껴서 인증을 못받아요 어떻게 해여하나요 보안좀 풀고 싶은데
Taekyun Moon,5,2018.10.22.,과금유도가 극심함  템은 상점에서  
박중욱,5,2018.10.22.,힘들어요
Google 사용자,5,2018.10.21.,계속하고 싶어지는게임이네요
jun beom back,2,2018.10.21.,예전에 접속을 해서 키우다가   다시 생각나 접을 했는데   케릭이 다 없어졌네요    찾을 방법은 없는건가요 
유원규,5,2018.10.21.,ㅎㅇ 신난다
over sweet,5,2018.10.21.,다 괜찮은데 강화확률좀 올려주세요   아니 스냅퍼 방어 반지 1강가는데 60퍼가 뭡니까  
강창우,1,2018.10.21.,전번바뀌면 이전 계정을 사용 할수업네요 돈벌고 싶으면 잘못된걸 고처야하지 않을까 
이창호,5,2018.10.21.,그래도 할만한 게임은 이것뿐 
리혼,1,2018.10.21.,무슨 서버 접속 대기가 1000명을 넘기나요     제발 확장좀 시켜주세요 
myungjin kim,2,2018.10.21.,일본섭 리니지1 계정비 무료ㅋ
Seonghwan Kim,5,2018.10.21.,좋아요
Google 사용자,1,2018.10.21.,개도박쓰레기게임 인생망치는지름길
송준영,1,2018.10.21.,삶을 포기하고자 할때 도움이 되는 게임입니다 
란돈,1,2018.10.21.,그만큼 돈을 빨았으면 최소한 화면 비율 이라도 업데이트 하든가 아직도 갤8시리즈는 옆에 짤리네 뭐하냐 일 안하냐 
Hwantaea Choi,5,2018.10.21.,좋아요
yisul kang,1,2018.10.21.,돈먹는하마
윤재훈,1,2018.10.21.,케릭터가 사라지고 서버접속조차안되네요   계정 이이상해진건지 뭔지   
데굴데굴,1,2018.10.21.,아무리 게임이 확률형이라지만 내가 하는것과 방송을 통해서 보는게 있는데 점점 패키지가격은 올라가고 과금없이는 게임을 즐길수없게 잠수패치 중인듯하다  평점이 개똥인데 최고매출1위인 엿같은 게임 사람의 도박심리를 이용한 매출  이 게임은 과금하지않는 사람이 진정한 즐겜러라고 생각한다 
Google 사용자,1,2018.10.21.,1주년 기념반지 다른서버에도 사게 해주세요 신섭라스타바드에 못사게 되었습니다 부탁좀 드립니다 너무 차이가 큽니다 새로키울려니 안되구요       
고슴도치,1,2018.10.21.,리뷰지우냐 
이범영,1,2018.10.21.,김택진 쓰레기 아인 장난하냐 엔씨 3년안에 망한다 리니지m이 망하는 순간 엔씨는 간다
박병열,1,2018.10.21.,18강화퀘스트가 떳는대 무기 아무리 클릭해도 안대고 뭘어떡해하라는거야 겜둇가타서 접을란다
송인근,5,2018.10.20.,항상사업에 번창하세요
이종성,5,2018.10.20.,빨강맛먹구싶어욧 _ 
남자김재건,1,2018.10.20.,왜갑자기 안들어가지는데 거지같네진짜
최경진,5,2018.10.20.,너무재밌어서 시간가는줄 모르네요
김미현,1,2018.10.20.,오늘도 영어에 20레벨 달성했는대 캐시가 안들어왔어요
최선,1,2018.10.20.,과금유도및 시세가 미치도록 높네요
윤혁구,1,2018.10.20.,게임이아닌 도박
지한용,1,2018.10.20.,젖까요 게임
배호민,1,2018.10.20.,현금유도게임
Google 사용자,5,2018.10.20.,오래된게임은 이유가잇다
심주섭,1,2018.10.20.,사기꾼들임 아이템 등록 해라고 해너구 하면 등록 하면 삭제 됨 아이템 뭔 이런경우가 다있음 기분나빠서 처음 하는 사람 모르고 등록 하면 현금 투자 했는 사람은 죽으라고 뭔 이런경우가 다 있음 절대 하지마세요 사기꾼들이에요
김명주,5,2018.10.20.,아이템좀 풀어주세요  
김상기,1,2018.10.20.,과금없이하려해도아재들이사냥터고뭐고제제가심해서 시작하지않는걸추천함 그들의리그임ㅋㅋ 막현질겁나해대는데 한심해보임
김도윤,3,2018.10.19.,굿 근데 과금 너무심하다ㅠㅠ
김정우,1,2018.10.19.,설치 조차도 에러나서 안되는게임 여러번 해봤어요   
신동완,5,2018.10.19.,영변 좀 주세요
조유단,1,2018.10.19.,최악이네요 대기중라고 한시간가까이 기다리다 겨우햇는데 하다가 중간에 카드선택인가에서 터치가안되 뭔이유인지 다정상인데 카드터치가 안됨 어케할수가없어 나갓다다시들어올려고 해는데 또 대기중 또 한시간은 기다려야함 완전 짱나네요
안기현,3,2018.10.19.,굿
이재열,5,2018.10.19.,왜 접속이 안될까요
김영기,1,2018.10.19.,유저 돈뜯어먹는게임 그만 만들어라
전장용,5,2018.10.19.,좋아영
정호빈,1,2018.10.19.,18 10 19일 결제했는데 다이아왜안들어옵니까  당장조취해주던가 신고합니다 사기꾼들인가
윤황배,3,2018.10.19.,근 1년만에 복귀해서 겜하고 있습니다   그런데 핸드폰으로 겜을 하는데   한 10분돌아가다 꺼지고   10분돌아가고 꺼지고를 반복하고 있어요   저만 이상한가요  다시 깔아야 하나요 
JaeHoon Choi,1,2018.10.19.,돈슨
하남길,1,2018.10.19.,1년만에 접하려니 케릭이 없습니다  현질 많이 한캐릭인데   어떻게 찾아야 하나요  
김성환,1,2018.10.18.,게임하는데 돈이 너무 많이 들어가는게임 현질 안하면 사냥시 아이템도 안나옴 ㅋㅋ
Google 사용자,5,2018.10.18.,다크에덴m 어떤식으로 나오는지 유저들이 찾아서 공개해버리니까 걍 웹게임이여서 이게 갓겜인걸 깨달음   
처렴,4,2018.10.18.,제계정으로 접속 하는데 왜 접속안된다고 하는지 모르겠어요 공기게랑 핸드폰 새로바꿔서 쓸때도 있어서 다시깔고 해도 그계정으로 접속못하네여
이영,4,2018.10.18.,좋음
Google 사용자,4,2018.10.18.,너무 돈이많이들어가네요  
Google 사용자,1,2018.10.18.,돈만 밝히는 미친게임
권오성,1,2018.10.18.,아데나 카드 뽑기는 이제 계정당 한개만 뽑을수 있나요   원래 케릭당 뽑는걸로 알고있어서 보조케릭도 힘들게 50찍었는데    언제부터 그렇게 바뀌었나요 
김김종일,5,2018.10.18.,20레벨 달성했는데 안주노
조운섭,5,2018.10.18.,접속이 끊겼다는데 
강중석,2,2018.10.18.,영자님 니리지만 하면 계속 튕겨여 작업장 들 삭제하세요게임 못하겠네요 수정해주세요
아싸요우,5,2018.10.18.,좋아요
유준영,5,2018.10.18.,굿이에요
양성미,2,2018.10.18.,아 모르고 제폰으로 재화 4000다이아 두개 구매했는데 이거 취소 처리 어떻게 하나요 
Google 사용자,4,2018.10.18.,라스타바드9서버  모팔모 케릭을52까지키웟는데 쓰고있던 광풍도끼를 실수로 컬랙션등록이 되버려서 난감합니다 도끼좀 빼주세요 컬랙션은 곤심이 없는데 ㅠㅠ
Google 사용자,5,2018.10.17.,좋습니다
늘언제나,1,2018.10.17.,과금 없이 불가능 게임 입니다 시작을 하지 마시길
Google 사용자,5,2018.10.17.,제미잇어요
Google 사용자,1,2018.10.17.,영상문제로계속튕겨서못들어가고있네요
문영민,4,2018.10.17.,노잼 
Google 사용자,5,2018.10.17.,열심히 활동하겠습니다
김신일,3,2018.10.17.,좀비고 21렙인데 왜 가스 38개 안주나요 
정상열,1,2018.10.17.,별로 18
Google 사용자,5,2018.10.17.,템 좀 줬으면 훨씬 재밌을텐데
Jehyeong Kim,5,2018.10.17.,옛날 리니지 기억이 새록새록ㅋㅋ
Google 사용자,5,2018.10.17.,노가다 진수성찬
Taehun Kim,1,2018.10.17.,각인 장비 상자 3일째 획득 못하고 있습니다  요정 드랍확률 패치인가요  그래도 한개도 획득 못하는건 이상합니다  옵션의 기타아이템 획득도 켜져 있습니다
Google 사용자,5,2018.10.17.,피망돈주세요
오장군,1,2018.10.17.,아니 복귀 용사 패키지 성장 물약 환불 해주세요  69이하 사용은 써 놓고 효과는 70이상 부터는 적용 안된다고는 왜 안 써 놓으셨나요  드래곤 다이아 하나도 안 썼습니다 환불 해주세요  다른거 사게 2000다이아로 환불해주세요 아니 상품 기재를 똑바로 해놔야지 
Google 사용자,4,2018.10.17.,잼있었다
박범수,4,2018.10.17.,재밌네요
Google 사용자,4,2018.10.17.,과금유도가 엄청 심하지만 게임 자체는 잘만듬
전허문세,5,2018.10.17.,잼잇네여
김만성,5,2018.10.17.,역시    
Google 사용자,5,2018.10.17.,최고
이동민,5,2018.10.17.,다시 복귀해서 리니지 하는건데    영웅게릭 인형이라도 한번 나오게 해주세요  갖고싶어요 한번만 부탁드립니다
Google 사용자,5,2018.10.17.,라스타바드03서버 진이 입니다 pc리니지 어렸을때 해보고 이번에 리니지m 처음 접해보는데 옛날 생각도 많이 나고 재미있네요   
Google 사용자,4,2018.10.16.,Asfh
임종석,5,2018.10.16.,굿
최선정,5,2018.10.16.,결제를 잘못했는데 혹시 환불가능한가요 
Google 사용자,1,2018.10.16.,재미있는게임
김민우,5,2018.10.16.,굿
Google 사용자,5,2018.10.16.,추억에 리니지 만족합니다    
박진탁,2,2018.10.16.,아 왜 로그인까지하고 접속하는데 로딩에서 멈추냐고요  짜증나네  갤9플러스 임
김양일,5,2018.10.16.,재밌네요  자주 이용하겠습니다 
Google 사용자,2,2018.10.16.,과금도 좋긴한데 능력치 자체까지 돈으로 파는건 심했음   장비도 돈주고 사는거고    잘 만들고 많이 아숴움
김경일,4,2018.10.16.,제 와이프가 같이하고싶다고해서 앱을 다운받슨데 성인인증이나와서 인증을하니 휴대전화 정보오류 ㅡㅡ 몇번더 확인을 하니 확인할수 없다고 나오내요 그뒤로 sk114 리니지앱개발자 구글고객센터 인증센타등 다 문의를했는데 와이프정보는 이상이 없고 다들 자기들 문제는 아니라 그러고 다른게임과 리니지m 12세는 다운이 정상적으로 받아지구요 게임상품 결제도 정상으로대구요 문제해결 방법이 없나요 
박문구,4,2018.10.16.,정교한디테일이많이떨어지는듯    중독성있네요
SeokHoon Yoon,1,2018.10.16.,별 0 5개나 0개는 못주나요  한개는 너무 과한 게임인데   
이남준,1,2018.10.16.,인생 망친다
Google 사용자,1,2018.10.16.,과금이 너무 심함
박아모개,1,2018.10.16.,과금하다 접고 신섭에서 무과금으로 하고있긴한데 친구들때문에 하지만 과금없인 재미볼게없는게임
Google 사용자,1,2018.10.16.,현질
Google 사용자,1,2018.10.16.,쓰레기 돈만써야되는게임 하지말자
Google 사용자,5,2018.10.16.,잼떠요
Google 사용자,1,2018.10.16.,현금 월49 90만원이상 필요한 게임
Google 사용자,5,2018.10.15.,ㄱㆍ댄찮습니다
minje kim,1,2018.10.15.,카레맛똥vs똥맛카레
카이달려,5,2018.10.15.,사이하1에서겜중인유저인데요   로그인화면에서 서버와접속이끊어졌다고나오는데 이유가뭔가요  겜을지금하루동안못하고있어요ㅠㅠ
Taesic Kim,1,2018.10.15.,내또남겨야하나  최신파일받아도 최신버전 받으라는건 뭔데  장난합니까 리뷰는왜지우는데  이딴식으로 하지맙시다  
박승일,3,2018.10.15.,게임내 과금한 아툰 상자에서 나오는 룸티스 악세 계정 창고 보관 가능하게 해주세요
정민오,1,2018.10.15.,20레벨 올렸는데 왜 아무것도 안주는건지ㅡㅡ 케이메이트 핀 20레벨 제휴로 다운받고 열심히 올렷는데 핀주세요
GloryMama VG,4,2018.10.15.,개인적으로 아주 어릴 때부터 리니지를 좋아했던 이제는 30대를 바라보는 유저입니다   그런데   리니지를 접게 된 계기는 결국엔 PVP 와 약한 캐릭으로 인한 퀘스트 불가  많이 드는 물약 때문이었습니다ㅠ 아무리 열심히 게임을 그대로 즐기려 사냥을 하고 열심히 모아서 강화를 시켜도   계속 맞아 죽고   이유없이 사냥터를 통제하고 죽이고   대체 게임을 어떻게 즐겨야하는지 저는 더이상 모르겠을 정도로 그런 유저들이 많습니다  PVP 시스템 자체가 사라지면 많은 불만들이 줄어들 것도 같습니다 
임수민,1,2018.10.15.,끔찍  
Tailer,5,2018.10.15.,굿
장효섭,3,2018.10.15.,접속오류가계속뜨는데 어떡해 해야되나요
Google 사용자,5,2018.10.15.,돈게임
Google 사용자,3,2018.10.15.,해보고요
ᆞ형준,5,2018.10.15.,잼있어여 영웅변신좀 주세요 
신승철,1,2018.10.15.,장난하냐 아침부터 리니지M 앱 실행이 않되서 접속이 않되네 ㅡㅡ 돈을 받아 먹고 회사 다니면서 똑바로 않하냐
Google 사용자,5,2018.10.15.,게임이 자꾸 띵겨용 짜증나게 ㅡㅡ  
J S Park,2,2018.10.15.,자주팅기는거 참으면서 게임 플레이했는데   어제팅기고부터는 앱 실행이안되네요  지우고 다시 깔아도 앱 실행이안되요    
신은수,1,2018.10.15.,구매완료 했는데 디이아가 안들어옴 사기겜인가  그돈3300원 사기쳐서 벌면 부자되겄다
Google 사용자,2,2018.10.15.,영자는 돈바께 모르고 게임관리 안하고 댓글은 남기는데 실천은 안하고 ㅗ
전원배,5,2018.10.14.,전체저으로좋음옛날생각나고좋음
Google 사용자,5,2018.10.14.,현질의 왕 게임 ㅠㅠ 내돈
유종만,5,2018.10.14.,좋아요
Google 사용자,3,2018.10.14.,만족
황동민,5,2018.10.14.,굿굿
Google 사용자,5,2018.10.14.,게임까는데 마켓에서업데이트하라는데 마켓에서는 업데이트가안뜨고 열림만뜸
임현태,2,2018.10.14.,이 번 업데이트 후 케릭 클릭 후 접속하기 하면 창 뜨면서 팅기네요 접이 안돼요
노승영,1,2018.10.14.,게임도중 문자 확인하러 나가면 팅기고 또 대기 타야되고 게임을 하겠습니까  문자 확인좀 하자 좀
권현준,5,2018.10.14.,굿
Google 사용자,4,2018.10.14.,불변의변칙   린지짱
조형석,3,2018.10.14.,업데이트를 눌르는데 계속 업데이트가 안되서 게임을 못하네요
장두혁,3,2018.10.14.,아니 설치했는데 신버전있다고 마켓이동시키고 마켓오면 설치되있고 쌍
임준석,1,2018.10.14.,다좋은데 구글접속이 안되네요 계정은 한게인데 7곱게나 있다는게 말이됨니까 접자체가 안되니 원
강필구,5,2018.10.14.,리니지20레벨찍어면 피망 머니 9천5백억 준다면서
이승훈,3,2018.10.14.,평가는 늬미
버블파이터,3,2018.10.14.,마법인형 고급중복이 사라졌어요 어디다가 문의하면 될까요 
김창영,1,2018.10.14.,그냥 돈없으면못하는 최악의 게임
양대규,5,2018.10.14.,좋아요
Chang Hun Lee,5,2018.10.14.,최고   
김상신,4,2018.10.14.,잼있는것같아요
김진각,1,2018.10.14.,돈만 처벌려고 만든 게임 굿굿 퉷
양수명,1,2018.10.14.,20레벨찍으면 준ㄷㅏ던 4코인은또왜안줍니까 
원대형,5,2018.10.14.,갑지기180장도 다이야가 즐었네요 획인부탁드려요
김찬성,1,2018.10.14.,겜 삭제해라영자야
홍민호,1,2018.10.14.,사전등록 쿠폰 안써집니다 아 진짜 버그좀 고칩시다 최악이네 진짜
오광,4,2018.10.14.,재미삼아 ㅎ
Chankyu Park,1,2018.10.14.,현질유도 리니지마카오
Google 사용자,1,2018.10.14.,돈미새
Google 사용자,1,2018.10.13.,유저들돈과금만하게 만들지말고제발서버관리좀해주세요 맨날 팅기고 핸드폰도팅기고 컴터로해도 팅기고 어쩌라는겁니까 환불하고싶은생각들게좀하지하세요
Google 사용자,1,2018.10.13.,너무한 현질유도
박아라,1,2018.10.13.,현질 역겨움
장장동욱,5,2018.10.13.,무과금 유저입니다  다양하고 웅장한 스토리로 계속 게임을 하게 되네요  무리없이 오래 즐길 수 있는 게임입니다
이이동민,5,2018.10.13.,좋아여
김성호,5,2018.10.13.,업데이트가안됩니다 
전호필,2,2018.10.13.,오류코드1 어떻게 해결하나요 
김희천,5,2018.10.13.,바스타드 10채널하고있는플레어입니다   부케에서 돈 30만원 을 창고에 넣고  다른캐릭터로 옮겼는데 30만원이 사라졌어요  재접속을해도 없고요  그래서 본캐에있던 돈을 다시창고에넣었다가뺐는데도 없어요 어떻게된건가요  물약값도없어서 사냥도못하고 피도없고  사냥을못해요  해결하는데도없고 어디다가문의해야하나요
남연우,5,2018.10.13.,잼나네요
김용화,3,2018.10.13.,자주틴김
유주완,5,2018.10.13.,이게게임이냐
김기학,5,2018.10.13.,ㅈㅐ미임ㅅ어용
이현수,1,2018.10.13.,사람 페인 만들기 게임
박상일,4,2018.10.13.,접속로딩중자꾸팅겨요 재설치해도 그렇내요 재설치만20번은 한듯
변수영,4,2018.10.13.,지금할만한게임
신용우,5,2018.10.13.,굿
Google 사용자,4,2018.10.13.,좋아요
이진규,5,2018.10.13.,좋은게임이에요 개발자 최고
권용,5,2018.10.13.,최고임다
유성민,1,2018.10.13.,거지들은 이겜하지마라 한달에100정도 쓸수있는사람만해라 거지들하고 겜 하니깐 짜증난다 ㄲ ㅈ 주라점   
Google 사용자,1,2018.10.13.,영웅카드는 현질천만원 해야 뽑나요  전설은 현금 몆억이구요 신화는10억  당체 게임맞아요 아이템 드랍율은 그지고 얼마나 더 뽕을 뽑으셔야 되요
Google 사용자,1,2018.10.13.,진중 ㅇ 먹어도 왜 모션이 촐기발인지ㅜ몰겟네ㅜ아무리 리스를하고 재ㅡ부팅을 해도ㅜ이유를 모르겟네 왜그런건데
브롬달,2,2018.10.13.,지금 로그인창에서 무한로딩인데  점검인지 나만안되는건지  공지라도 해줘라
베린이아저씨,5,2018.10.13.,굿
Google 사용자,1,2018.10.13.,이건머지 연동다되있는데 팅기더니 다시 로그인하니 케릭이다   4케릭다증발이네   겁니서게임허것소 복구를해주던환불을해주던 워따신고혀야헙니까
Google 사용자,5,2018.10.13.,잼슴
Google 사용자,1,2018.10.13.,졸롸자꾸튕김현상
HongTae An,1,2018.10.13.,11만원결제해서 다이아사천개 구매하였는데 게임상으로들어오지않았습니다 빠른조치부탁드려요
sooman ko,1,2018.10.13.,앱깔고 시작하니 버전업데이트를 하라는데 어디서  왜이리 어려운가 
한승정,1,2018.10.13.,처음 깔았는데 업데이트를 하라는데 업데이트는없고 열기 바께 없구만 뭘업데이트를하래 겜을 하라는거야 말라는거야
김성연,1,2018.10.13.,진짜 돈  몇조씩 추억팔이해서  긁어모음다음  불태우나요 나아지는게없소 현질오브  현질 돈엔돈  이요 
노필호,1,2018.10.13.,의견을 아무리 남겨도 달라질꺼 없는거 아는데 정말 쫌    달라졌으면 좋겠어요 진짜 뜬눈으로 밤새가며 강화도 질러보고 안될만한건 인정하는데 될만한 강화도 일주일째 안주는게 말이 됩니까     변신도 하루하나 1회뽑기 안주는것도 정도가 있지 일주일째 일반만주고 그 흔한 고급도 안주고 이건 정말 너무해요 적당히는 나와야지 적당히 아주 적당히 솔직히 파템은 안나오는거 알고는 있지만 극악보다 더 극악입니다    희망이라곤 0 1도 없어요 이럴꺼면 접으라는게 맞지만 진짜 울분 터져요   진짜 아무것도 안나와 물약 가죽 보석 철괴 각인상자 이    전체 리뷰
김대식,1,2018.10.13.,진짜개자슥이네
검은돌,1,2018.10.13.,양산형 노땅게임
이현석,5,2018.10.13.,왜 로그인할때마다 계정이없다고하나여  몇번을 다시시작하고 다시로그인해도 안뜨네요
승희장,1,2018.10.13.,내가 왜 이걸하고있는지 모르겠네
강중희,3,2018.10.13.,듀크데빌6서버 들어갈수가없네여 계속오류뜸 빨리고쳐주세요
박영석,1,2018.10.12.,저희딸 핸드폰을 가져가 이틀사이 60정도를 결재 했는데 누구인지 알수있나요 저도 리니지 유저로서 이건알고싶어요엘지폰 이고 재이름으로돼어 있습니다 유저님들도 동조부탁드립니다
백겸세,3,2018.10.12.,막피좀 못하게 해주세요 노피케이 섭을 만들어 주시던가요
함유림,1,2018.10.12.,ㄴ게임을못하게 너무팅기네여 어떻게 해결할방법없나여
오진영,3,2018.10.12.,업데이트 안됨
이청국,5,2018.10.12.,룬 창고보관 가능하면좋겟습니다 ㅠㅠ
Google 사용자,5,2018.10.12.,재미 있는 게임입니다
고하나,5,2018.10.12.,최고의 게임
최민혁,2,2018.10.12.,아니 게임이 안깔리냐
ever glow,1,2018.10.12.,렙업하기 개힘듬  저렙구간 존버오지게타야
Hyunri Lim,1,2018.10.12.,돈에 환장했으니 당연히 매출 1위지 그걸 또 자랑이라고 걸어놨네
한한상현,5,2018.10.12.,최고 과금유도 ㅠ
김송석,5,2018.10.12.,굳
Google 사용자,5,2018.10.12.,업데이트가안되요
이민 호,3,2018.10.12.,그냥 할만한 게임 이네요
Google 사용자,5,2018.10.12.,좋아요
신동범,1,2018.10.12.,개노잼
배기규,1,2018.10.12.,돈만 빨아먹는 사치성 게임
경비레드활,1,2018.10.12.,과금유도좀 적당히해라
김용규,5,2018.10.12.,잼있어요
Google 사용자,1,2018.10.12.,렉쩔음
권재성,5,2018.10.12.,아주좋아요
곽종인,1,2018.10.12.,새로깔았는데 뭔 업데이트를 해  하지말란거냐  ㅅㄱ
박정만,5,2018.10.12.,저 단풍이벤트 마을갓는데 렉으로인해서 보스 피가 안깍이더라구요 다시복구 해쥬세요
차기수,3,2018.10.12.,업뎃할때 마다 확률 ㄱㄱㅇ 만드네
김은철,1,2018.10.12.,현질유도 지린다 ㅋㅋ
김주희아빠,5,2018.10.12.,굿
Google 사용자,5,2018.10.12.,뽑기에서좋은거많이줘요
송문규,5,2018.10.12.,항상 감사해요  
Jisu Choo,1,2018.10.12.,과금만 유도하는 개 쓰레기같은 게임 아무리 돈을 써도 몇억 쓰지 않은 이상 쳐맞고 다녀야하는 게임
박착한사람,5,2018.10.12.,리니지m 쵝오
Hee Lee,1,2018.10.12.,돈 먹는 게임   
지성현,1,2018.10.12.,권한 설정 허용이 안눌려서 거부 눌렀더니 그 이후 게임접속이 안됨
Google 사용자,1,2018.10.12.,왜 갑자기 블랙모니터  삭제후 다시깔아도 블랙
양선직,5,2018.10.12.,굿
Google 사용자,5,2018.10.12.,나름 재미있네요
이대구,5,2018.10.12.,굿좋아요
김봉수,5,2018.10.12.,굿
이욱진,5,2018.10.12.,ㅣ기야 드슬줘
신준철,1,2018.10.12.,수렉 갑현질
명재희,1,2018.10.12.,업데이트 하라메 업데이트할테니 업데이트가뜨라고
Google 사용자,1,2018.10.12.,사행성 진짜 심합니다 최악입니다   
석근도,1,2018.10.12.,현질유도 끝판왕
Google 사용자,5,2018.10.12.,업데이가 안되고 오류1이 나오네요
Google 사용자,5,2018.10.12.,아이폰도 샾이용하게해주세요
박경석,5,2018.10.12.,아이템득하게해주세요
Google 사용자,1,2018.10.12.,돈안쓰면 게임자체가 안되도록만들어놧네ㅜㅜ
Google 사용자,5,2018.10.12.,재미나요
Google 사용자,5,2018.10.12.,좋아요
Peter J,1,2018.10.12.,계속 재미난 게임 잘 만드시길
진미영,2,2018.10.12.,제거버튼은되는데 업데이트버튼이 안됨 링크오류수정바람
송정호,5,2018.10.12.,안들어가지냐
Google 사용자,1,2018.10.12.,사행성게임
Google 사용자,5,2018.10.12.,잼있어요
이상민,1,2018.10.12.,어휴 국정감사 제대로받아라
Jay Yoon,5,2018.10.12.,매주 목요일에는 새버젼을 꼭 두번씩 올려서 구글 인기게임 순위를 노리지   리소스도 안받는 새버젼 적당히 올리세요 
아스우사니,2,2018.10.12.,아인개선만하면 대박인듯
신미진,1,2018.10.12.,잘하다가 갑자기 팅기면 다시 접할라면 업뎃 하라고 나오고 대체 몇번이나 지우고 다시 설치를 해야하나요  업뎃 이후에 이런현상이 계속되는데   해결좀 해주세요
Google 사용자,5,2018.10.12.,아재 향수겜
함상호,3,2018.10.12.,미치겠네 겜 실행이 안됨
진성휘,5,2018.10.12.,대단한 명작게임
화영연아,5,2018.10.12.,업데이트가 안되요 ㅠ
하태운,1,2018.10.12.,이걸 왜하냐
이이영운,1,2018.10.12.,현질게임
이성진,2,2018.10.12.,뭐이리 압데이트가 많은가요 자재좀 부탁드려요
김태용,1,2018.10.12.,사행성 갑
수박,3,2018.10.12.,이거마켓에서업뎃하라는데안데네용
Google 사용자,1,2018.10.12.,현질 유도   
이희수,1,2018.10.12.,그냥 최악 현질유도만하는 광고회사
Google 사용자,5,2018.10.12.,개꿀잼
Google 사용자,5,2018.10.12.,좋아 가자
Google 사용자,1,2018.10.12.,업데이트하라고 마켓이동 눌렀는데 마켓은 업데이트가 안뜨네요 하라는건지 말라는건지 모르겠습니다 
